1.000000e+01	3.978728e+01	3.001797e+00
1.023293e+01	3.978331e+01	2.998584e+00
1.047129e+01	3.977915e+01	2.995300e+00
1.071519e+01	3.977481e+01	2.991943e+00
1.096478e+01	3.977026e+01	2.988510e+00
1.122018e+01	3.976550e+01	2.985002e+00
1.148154e+01	3.976053e+01	2.981416e+00
1.174898e+01	3.975533e+01	2.977751e+00
1.202264e+01	3.974989e+01	2.974005e+00
1.230269e+01	3.974420e+01	2.970176e+00
1.258925e+01	3.973824e+01	2.966264e+00
1.288250e+01	3.973202e+01	2.962266e+00
1.318257e+01	3.972552e+01	2.958181e+00
1.348963e+01	3.971871e+01	2.954007e+00
1.380384e+01	3.971160e+01	2.949743e+00
1.412538e+01	3.970417e+01	2.945386e+00
1.445440e+01	3.969640e+01	2.940937e+00
1.479108e+01	3.968828e+01	2.936391e+00
1.513561e+01	3.967979e+01	2.931749e+00
1.548817e+01	3.967092e+01	2.927008e+00
1.584893e+01	3.966165e+01	2.922167e+00
1.621810e+01	3.965196e+01	2.917224e+00
1.659587e+01	3.964184e+01	2.912177e+00
1.698244e+01	3.963127e+01	2.907025e+00
1.737801e+01	3.962023e+01	2.901766e+00
1.778279e+01	3.960870e+01	2.896399e+00
1.819701e+01	3.959666e+01	2.890921e+00
1.862087e+01	3.958408e+01	2.885332e+00
1.905461e+01	3.957096e+01	2.879629e+00
1.949845e+01	3.955725e+01	2.873812e+00
1.995262e+01	3.954295e+01	2.867878e+00
2.041738e+01	3.952802e+01	2.861826e+00
2.089296e+01	3.951245e+01	2.855655e+00
2.137962e+01	3.949620e+01	2.849364e+00
2.187762e+01	3.947924e+01	2.842950e+00
2.238721e+01	3.946156e+01	2.836414e+00
2.290868e+01	3.944313e+01	2.829752e+00
2.344229e+01	3.942391e+01	2.822965e+00
2.398833e+01	3.940387e+01	2.816052e+00
2.454709e+01	3.938299e+01	2.809010e+00
2.511886e+01	3.936123e+01	2.801840e+00
2.570396e+01	3.933856e+01	2.794540e+00
2.630268e+01	3.931495e+01	2.787110e+00
2.691535e+01	3.929036e+01	2.779548e+00
2.754229e+01	3.926477e+01	2.771856e+00
2.818383e+01	3.923812e+01	2.764031e+00
2.884032e+01	3.921040e+01	2.756074e+00
2.951209e+01	3.918156e+01	2.747984e+00
3.019952e+01	3.915156e+01	2.739762e+00
3.090295e+01	3.912037e+01	2.731407e+00
3.162278e+01	3.908794e+01	2.722921e+00
3.235937e+01	3.905425e+01	2.714302e+00
3.311311e+01	3.901925e+01	2.705552e+00
3.388442e+01	3.898289e+01	2.696671e+00
3.467369e+01	3.894515e+01	2.687661e+00
3.548134e+01	3.890598e+01	2.678522e+00
3.630781e+01	3.886533e+01	2.669256e+00
3.715352e+01	3.882318e+01	2.659864e+00
3.801894e+01	3.877947e+01	2.650348e+00
3.890451e+01	3.873417e+01	2.640709e+00
3.981072e+01	3.868723e+01	2.630950e+00
4.073803e+01	3.863862e+01	2.621073e+00
4.168694e+01	3.858830e+01	2.611081e+00
4.265795e+01	3.853622e+01	2.600975e+00
4.365158e+01	3.848235e+01	2.590759e+00
4.466836e+01	3.842664e+01	2.580437e+00
4.570882e+01	3.836907e+01	2.570011e+00
4.677351e+01	3.830959e+01	2.559484e+00
4.786301e+01	3.824817e+01	2.548862e+00
4.897788e+01	3.818477e+01	2.538147e+00
5.011872e+01	3.811936e+01	2.527344e+00
5.128614e+01	3.805191e+01	2.516457e+00
5.248075e+01	3.798239e+01	2.505491e+00
5.370318e+01	3.791076e+01	2.494450e+00
5.495409e+01	3.783700e+01	2.483339e+00
5.623413e+01	3.776108e+01	2.472164e+00
5.754399e+01	3.768299e+01	2.460930e+00
5.888437e+01	3.760269e+01	2.449641e+00
6.025596e+01	3.752016e+01	2.438305e+00
6.165950e+01	3.743540e+01	2.426925e+00
6.309573e+01	3.734838e+01	2.415508e+00
6.456542e+01	3.725909e+01	2.404060e+00
6.606934e+01	3.716752e+01	2.392587e+00
6.760830e+01	3.707366e+01	2.381095e+00
6.918310e+01	3.697750e+01	2.369589e+00
7.079458e+01	3.687904e+01	2.358076e+00
7.244360e+01	3.677828e+01	2.346562e+00
7.413102e+01	3.667522e+01	2.335053e+00
7.585776e+01	3.656986e+01	2.323555e+00
7.762471e+01	3.646221e+01	2.312074e+00
7.943282e+01	3.635227e+01	2.300617e+00
8.128305e+01	3.624006e+01	2.289189e+00
8.317638e+01	3.612558e+01	2.277795e+00
8.511380e+01	3.600886e+01	2.266443e+00
8.709636e+01	3.588992e+01	2.255137e+00
8.912509e+01	3.576876e+01	2.243882e+00
9.120108e+01	3.564541e+01	2.232686e+00
9.332543e+01	3.551990e+01	2.221552e+00
9.549926e+01	3.539225e+01	2.210486e+00
9.772372e+01	3.526248e+01	2.199493e+00
1.000000e+02	3.513063e+01	2.188577e+00
1.023293e+02	3.499673e+01	2.177744e+00
1.047129e+02	3.486081e+01	2.166998e+00
1.071519e+02	3.472290e+01	2.156342e+00
1.096478e+02	3.458303e+01	2.145781e+00
1.122018e+02	3.444125e+01	2.135319e+00
1.148154e+02	3.429758e+01	2.124960e+00
1.174898e+02	3.415207e+01	2.114706e+00
1.202264e+02	3.400475e+01	2.104561e+00
1.230269e+02	3.385567e+01	2.094527e+00
1.258925e+02	3.370485e+01	2.084609e+00
1.288250e+02	3.355235e+01	2.074808e+00
1.318257e+02	3.339820e+01	2.065126e+00
1.348963e+02	3.324245e+01	2.055566e+00
1.380384e+02	3.308513e+01	2.046129e+00
1.412538e+02	3.292628e+01	2.036817e+00
1.445440e+02	3.276595e+01	2.027633e+00
1.479108e+02	3.260417e+01	2.018576e+00
1.513561e+02	3.244099e+01	2.009649e+00
1.548817e+02	3.227645e+01	2.000852e+00
1.584893e+02	3.211058e+01	1.992186e+00
1.621810e+02	3.194343e+01	1.983651e+00
1.659587e+02	3.177503e+01	1.975249e+00
1.698244e+02	3.160543e+01	1.966978e+00
1.737801e+02	3.143466e+01	1.958841e+00
1.778279e+02	3.126276e+01	1.950835e+00
1.819701e+02	3.108977e+01	1.942962e+00
1.862087e+02	3.091571e+01	1.935221e+00
1.905461e+02	3.074064e+01	1.927611e+00
1.949845e+02	3.056458e+01	1.920133e+00
1.995262e+02	3.038756e+01	1.912785e+00
2.041738e+02	3.020963e+01	1.905567e+00
2.089296e+02	3.003080e+01	1.898477e+00
2.137962e+02	2.985112e+01	1.891516e+00
2.187762e+02	2.967062e+01	1.884682e+00
2.238721e+02	2.948932e+01	1.877973e+00
2.290868e+02	2.930725e+01	1.871390e+00
2.344229e+02	2.912444e+01	1.864930e+00
2.398833e+02	2.894093e+01	1.858592e+00
2.454709e+02	2.875673e+01	1.852375e+00
2.511886e+02	2.857188e+01	1.846278e+00
2.570396e+02	2.838639e+01	1.840299e+00
2.630268e+02	2.820029e+01	1.834437e+00
2.691535e+02	2.801361e+01	1.828689e+00
2.754229e+02	2.782637e+01	1.823056e+00
2.818383e+02	2.763859e+01	1.817535e+00
2.884032e+02	2.745030e+01	1.812124e+00
