1.000000e+01	-5.69682e+01	-1.57081
1.023293e+01	-5.67682e+01	-1.57081
1.047129e+01	-5.65682e+01	-1.57081
1.071519e+01	-5.63682e+01	-1.57081
1.096478e+01	-5.61682e+01	-1.57081
1.122018e+01	-5.59682e+01	-1.57081
1.148154e+01	-5.57682e+01	-1.57081
1.174898e+01	-5.55682e+01	-1.57081
1.202264e+01	-5.53682e+01	-1.57081
1.230269e+01	-5.51682e+01	-1.57081
1.258925e+01	-5.49682e+01	-1.57081
1.288250e+01	-5.47682e+01	-1.57081
1.318257e+01	-5.45682e+01	-1.57081
1.348963e+01	-5.43682e+01	-1.57081
1.380384e+01	-5.41682e+01	-1.57081
1.412538e+01	-5.39682e+01	-1.57081
1.445440e+01	-5.37682e+01	-1.57081
1.479108e+01	-5.35682e+01	-1.57081
1.513561e+01	-5.33682e+01	-1.57081
1.548817e+01	-5.31682e+01	-1.57081
1.584893e+01	-5.29682e+01	-1.57081
1.621810e+01	-5.27682e+01	-1.57081
1.659587e+01	-5.25682e+01	-1.57081
1.698244e+01	-5.23682e+01	-1.57081
1.737801e+01	-5.21682e+01	-1.57081
1.778279e+01	-5.19682e+01	-1.57081
1.819701e+01	-5.17682e+01	-1.57081
1.862087e+01	-5.15682e+01	-1.57082
1.905461e+01	-5.13682e+01	-1.57082
1.949845e+01	-5.11682e+01	-1.57082
1.995262e+01	-5.09682e+01	-1.57082
2.041738e+01	-5.07682e+01	-1.57082
2.089296e+01	-5.05682e+01	-1.57082
2.137962e+01	-5.03682e+01	-1.57082
2.187762e+01	-5.01682e+01	-1.57082
2.238721e+01	-4.99682e+01	-1.57082
2.290868e+01	-4.97682e+01	-1.57082
2.344229e+01	-4.95682e+01	-1.57082
2.398833e+01	-4.93682e+01	-1.57082
2.454709e+01	-4.91682e+01	-1.57082
2.511886e+01	-4.89682e+01	-1.57082
2.570396e+01	-4.87682e+01	-1.57082
2.630268e+01	-4.85682e+01	-1.57082
2.691535e+01	-4.83682e+01	-1.57082
2.754229e+01	-4.81682e+01	-1.57082
2.818383e+01	-4.79682e+01	-1.57083
2.884032e+01	-4.77682e+01	-1.57083
2.951209e+01	-4.75682e+01	-1.57083
3.019952e+01	-4.73682e+01	-1.57083
3.090295e+01	-4.71682e+01	-1.57083
3.162278e+01	-4.69682e+01	-1.57083
3.235937e+01	-4.67682e+01	-1.57083
3.311311e+01	-4.65682e+01	-1.57083
3.388442e+01	-4.63682e+01	-1.57083
3.467369e+01	-4.61682e+01	-1.57083
3.548134e+01	-4.59682e+01	-1.57083
3.630781e+01	-4.57682e+01	-1.57083
3.715352e+01	-4.55682e+01	-1.57083
