10	43.16724984	3.078760801
20	42.79758173	2.8651325
50	41.43764015	2.481858196
100	38.23380318	2.111150263
200	33.25515663	1.859822851
500	26.84845362	1.63362818
1000	20.8278537	1.63362818
2000	16.9019608	1.583362697
5000	6.444385895	1.382300768
10000	0.599264468	1.382300768
20000	-5.352124804	1.507964474
50000	-13.15154638	1.570796327
100000	-19.15351371	1.507964474
200000	-24.57484915	1.570796327
500000	-31.05683937	1.099557429
